SER,SITE_ID,xingTYPE,xingTYPE,LOC,SiteID,TRANSECT,COND,TURBID,FINES,GRAVEL,COBBLE,BOULDER,sumROCK,meanROCK,WET_W,BANK_W,DEP_L,DEP_M,DEP_R,mean_DEPTH,VELO,TEMP,DO,pH,POOL,RIFF,RUN
134,UA_372,dbridge,bridge,up,134bridgeU,T3,NA,NA,45,40,15,0,55,18.33333333,1.12,1.12,0.13,0.21,0,0.113,NA,NA,NA,NA,40,20,40
134,UA_372,dbridge,bridge,up,134bridgeU,T4,239.3,4.07,50,40,10,0,50,16.66666667,1.21,1.21,0.02,0.09,0,0.037,0.099,18.2,7.3,7.8,30,20,50
134,UA_372,dbridge,bridge,up,134bridgeU,T5,NA,NA,45,35,10,10,55,18.33333333,0.96,0.96,0,0.09,0.31,0.133,NA,NA,NA,NA,30,20,50
134,UA_372,dbridge,bridge,up,134bridgeU,T6,239.5,4.23,40,30,25,5,60,20,1.05,1.11,0.15,0.12,0.12,0.13,0.082,19.1,7.1,7.85,40,20,40
136,ref_1,ref,ref,up,136refU,T0,319.2,1.12,30,25,35,10,70,23.33333333,2.9,4.38,0.11,0.1,0.06,0.09,0.12,9.5,11.22,8.52,NA,NA,NA
136,ref_1,ref,ref,up,136refU,T1,NA,NA,30,20,40,10,70,23.33333333,2.6,4.09,0.09,0.1,0.07,0.087,NA,NA,NA,NA,45,20,35
136,ref_1,ref,ref,up,136refU,T2,318.4,1.05,20,35,40,5,80,26.66666667,3.16,4.4,0,0.07,0.2,0.09,0.104,9.1,11.32,8.54,40,35,25
136,ref_1,ref,ref,up,136refU,T3,NA,NA,25,25,35,15,75,25,2.17,4.69,0,0.08,0,0.027,NA,NA,NA,NA,25,50,25
136,ref_1,ref,ref,up,136refU,T4,217.9,0.98,30,40,30,0,70,23.33333333,2.67,4.82,0,0.08,0.13,0.01,0.08,9.6,11.62,8.56,30,55,15
136,ref_1,ref,ref,up,136refU,T5,NA,NA,30,60,10,0,70,23.33333333,2.57,3.91,0.08,0.21,0.18,0.12,NA,NA,NA,NA,30,50,20
136,ref_1,ref,ref,up,136refU,T6,317.3,1.13,15,40,30,15,85,28.33333333,2.41,4.13,0,0.08,0.18,0.087,0.082,9.4,11.65,8.6,25,35,40
137,ref_2,ref,ref,up,137refU,T0,230.1,4.85,35,25,10,30,65,21.66666667,3.21,7.23,0.16,0.12,0.07,0.09,0.085,11.4,10.39,8.59,NA,NA,NA
137,ref_2,ref,ref,up,137refU,T1,NA,NA,10,40,15,35,90,30,2.53,8.81,0.22,0.2,0.09,0.17,NA,NA,NA,NA,25,40,35
137,ref_2,ref,ref,up,137refU,T2,229.4,4.45,15,25,35,25,85,28.33333333,5.14,10.8,0.08,0.07,0.02,0.057,0.119,11.4,10.51,8.55,35,45,20
137,ref_2,ref,ref,up,137refU,T3,NA,NA,20,20,35,25,80,26.66666667,2.67,6.31,0.11,0.07,0.02,0.067,NA,NA,NA,NA,30,30,40
137,ref_2,ref,ref,up,137refU,T4,230.8,4.65,20,25,40,15,80,26.66666667,3.22,7.18,0,0.08,0.36,0.1,0.064,11.3,10.56,8.53,30,40,30
137,ref_2,ref,ref,up,137refU,T5,NA,NA,15,10,50,25,85,28.33333333,3.11,6.28,0.21,0.12,0.03,0.12,NA,NA,NA,NA,25,35,40
137,ref_2,ref,ref,up,137refU,T6,229.3,4.64,35,20,25,20,65,21.66666667,2.73,10.67,0.23,0.11,0,0.113,0.92,11.4,10.12,8.12,20,40,40
138,ref_3,ref,ref,up,138refU,T0,362.1,6.72,20,15,20,45,80,26.66666667,1.63,4.23,0,0.51,0.21,0.24,0.173,13,11.6,8.62,NA,NA,NA
138,ref_3,ref,ref,up,138refU,T1,NA,NA,25,25,30,20,75,25,1.33,5.11,0.11,0.66,0.19,0.32,NA,NA,NA,NA,30,40,30
138,ref_3,ref,ref,up,138refU,T2,360.7,6.43,30,30,30,10,70,23.33333333,1.19,4.61,0.09,0.17,0.03,0.097,0.117,13,11.52,8.61,25,35,40
138,ref_3,ref,ref,up,138refU,T3,NA,NA,10,45,25,20,90,30,1.76,4.93,0.02,0.12,0.07,0.07,NA,NA,NA,NA,35,45,20
138,ref_3,ref,ref,up,138refU,T4,361.3,6.11,5,35,30,30,95,31.66666667,2.72,5.17,0,0,0.52,0.173,0.082,13,11.49,8.59,35,30,35
138,ref_3,ref,ref,up,138refU,T5,NA,NA,15,40,20,25,85,28.33333333,1.13,5.79,0.16,0.71,0.21,0.36,NA,NA,NA,NA,20,40,40
138,ref_3,ref,ref,up,138refU,T6,360.4,6.1,15,30,25,30,85,28.33333333,1.21,4.98,0.13,0.36,0,0.163,0.139,12.9,11.31,8.61,20,40,40
139,ref_4,ref,ref,up,139refU,T0,260.1,3.92,20,30,30,20,80,26.66666667,1.63,4.63,0.03,0.04,0.1,0.057,0.094,4.5,13.62,8.3,NA,NA,NA
139,ref_4,ref,ref,up,139refU,T1,NA,NA,15,25,30,30,85,28.33333333,1.15,7.84,0.1,0.1,0.09,0.097,NA,NA,NA,NA,20,45,35
139,ref_4,ref,ref,up,139refU,T2,262.3,4.96,15,35,40,10,85,28.33333333,1.81,4.89,0.06,0.13,0.24,0.143,0.102,4.3,13.01,8.31,20,50,30
139,ref_4,ref,ref,up,139refU,T3,NA,NA,15,30,30,25,85,28.33333333,0.42,10.83,0.13,0.16,0.02,0.081,NA,NA,NA,NA,15,45,40
139,ref_4,ref,ref,up,139refU,T4,260.4,3.5,25,25,25,25,75,25,0.34,10.4,0.05,0.11,0.06,0.073,0.082,4.3,12.83,8.31,20,35,45
139,ref_4,ref,ref,up,139refU,T5,NA,NA,30,30,40,0,70,23.33333333,1.28,5.18,0.21,0.06,0,0.09,NA,NA,NA,NA,15,40,45
139,ref_4,ref,ref,up,139refU,T6,260.9,3.63,35,40,25,0,65,21.66666667,0.96,4.36,0.12,0.11,0.03,0.087,0.073,4.2,12.56,8.39,25,45,30
140,ref_5,ref,ref,up,140refU,T0,302.6,1.21,10,30,30,30,90,30,1.92,9.19,0.15,0.19,0,0.113,0.692,9.5,11.58,8.63,NA,NA,NA
140,ref_5,ref,ref,up,140refU,T1,NA,NA,20,25,25,35,85,28.33333333,3.01,10.07,0.14,0.17,0,0.103,NA,NA,NA,NA,0,60,40
140,ref_5,ref,ref,up,140refU,T2,303.4,1.07,20,20,30,40,90,30,2.92,9.62,0,0.23,0.17,0.133,0.654,9.6,11.67,8.6,15,45,40
140,ref_5,ref,ref,up,140refU,T3,NA,NA,5,30,35,30,95,31.66666667,2.39,8.71,0.2,0.29,0.03,0.173,NA,NA,NA,NA,5,40,55
140,ref_5,ref,ref,up,140refU,T4,302.1,0.67,10,25,40,25,90,30,3.56,6.96,0,0.31,0.09,0.133,0.71,9.6,11.7,8.62,0,50,50
140,ref_5,ref,ref,up,140refU,T5,NA,NA,15,30,30,25,85,28.33333333,2.06,7.11,0.21,0.07,0,0.093,NA,NA,NA,NA,20,50,30
140,ref_5,ref,ref,up,140refU,T6,301.3,1.13,10,30,35,25,90,30,1.73,11.21,0,0.1,0.1,0.067,0.667,9.4,11.61,8.6,5,55,40
141,ref_6,ref,ref,up,141refU,T0,201.3,2.9,20,25,25,30,80,26.66666667,1.41,8.33,0.02,0.31,0.2,0.177,0.151,7.3,10.35,8.6,NA,NA,NA
141,ref_6,ref,ref,up,141refU,T1,NA,NA,15,20,30,35,85,28.33333333,1.92,5.67,0.05,0.27,0.17,0.163,NA,NA,NA,NA,20,40,40
141,ref_6,ref,ref,up,141refU,T2,205.4,2.76,10,20,40,30,90,30,2.21,7.26,0.07,0.12,0.19,0.127,0.149,7.2,10.52,8.67,10,55,35
141,ref_6,ref,ref,up,141refU,T3,NA,NA,30,15,25,30,70,23.33333333,2.5,7.39,0.04,0.18,0,0.073,NA,NA,NA,NA,35,35,30
141,ref_6,ref,ref,up,141refU,T4,201.3,2.86,25,20,30,25,75,25,1.79,6.18,0.21,0.08,0,0.097,0.196,7.2,10.43,8.66,10,50,40
141,ref_6,ref,ref,up,141refU,T5,NA,NA,40,20,20,20,60,20,1.36,8.17,0.11,0.13,0.04,0.093,NA,NA,NA,NA,25,40,35
141,ref_6,ref,ref,up,141refU,T6,202.7,2.99,30,20,25,25,70,23.33333333,1.72,8.23,0.09,0.14,0.05,0.093,0.107,7.1,10.43,8.65,30,45,25
142,ref_7,ref,ref,up,142refU,T0,274.4,3.98,25,50,20,5,75,25,2.5,2.13,0.12,0.07,0.13,0.107,0.062,9.1,8.65,8.02,NA,NA,NA
142,ref_7,ref,ref,up,142refU,T1,NA,NA,25,30,20,25,75,25,1.3,2.91,0.14,0.11,0.06,0.103,NA,NA,NA,NA,25,50,25
142,ref_7,ref,ref,up,142refU,T2,271,3.94,20,40,30,10,80,26.66666667,0.7,4.21,0.1,0.21,0,0.103,0.051,9,8.6,8.03,30,55,15
142,ref_7,ref,ref,up,142refU,T3,NA,NA,15,35,25,25,85,28.33333333,2.14,6.38,0.04,0.26,0.31,0.203,NA,NA,NA,NA,40,25,35
142,ref_7,ref,ref,up,142refU,T4,268.3,3.88,15,35,30,20,85,28.33333333,1.2,4.77,0.12,0.31,0.12,0.183,0.079,9,8.99,8.08,35,35,30
142,ref_7,ref,ref,up,142refU,T5,NA,NA,20,40,20,20,80,26.66666667,1.81,4.15,0.09,0.19,0.2,0.16,NA,NA,NA,NA,50,20,30
142,ref_7,ref,ref,up,142refU,T6,270.3,3.45,25,20,30,25,75,25,0.93,3.21,0,0.17,0.02,0.063,0.092,8.9,8.58,8.1,35,45,20
143,ref_8,ref,ref,up,143refU,T0,184.2,5.11,70,10,10,10,30,10,1.92,2.21,0,0.12,0.06,0.06,0.066,8.5,12,8.89,NA,NA,NA
143,ref_8,ref,ref,up,143refU,T1,NA,NA,65,25,10,0,35,11.66666667,2.51,2.62,0.07,0.05,0.17,0.097,NA,NA,NA,NA,20,60,20
143,ref_8,ref,ref,up,143refU,T2,182.3,5.31,70,10,10,10,30,10,2.11,3.29,0,0.31,0.07,0.127,0.092,8.6,12.3,8.89,55,30,15
143,ref_8,ref,ref,up,143refU,T3,NA,NA,60,25,10,5,40,13.33333333,1.26,1.67,0.05,0.26,0.13,0.147,NA,NA,NA,NA,60,15,25
143,ref_8,ref,ref,up,143refU,T4,180.6,5.18,50,20,10,20,50,16.66666667,1.27,1.39,0.07,0.17,0.06,0.1,0.013,8.5,12.6,8.87,50,20,30
143,ref_8,ref,ref,up,143refU,T5,NA,NA,65,20,10,5,35,11.66666667,2.62,2.92,0.02,0.11,0.09,0.073,NA,NA,NA,NA,55,15,30
143,ref_8,ref,ref,up,143refU,T6,181.3,5.21,50,35,10,5,50,16.66666667,1.99,2.12,0.14,0.13,0,0.09,0.062,8.5,12.4,8.91,25,15,60
144,ref_9,ref,ref,up,144refU,T0,292.7,2.94,50,10,25,15,50,16.66666667,2.12,2.32,0.13,0.21,0.1,0.147,0.057,8.6,8.11,8.3,NA,NA,NA
144,ref_9,ref,ref,up,144refU,T1,NA,NA,25,15,30,30,75,25,2.01,2.71,0.3,0.32,0.1,0.24,NA,NA,NA,NA,60,20,20
144,ref_9,ref,ref,up,144refU,T2,290.3,2.86,20,15,40,25,80,26.66666667,2.3,3.49,0.46,0.57,0.3,0.31,0.051,8.6,8.09,8.36,50,30,20
144,ref_9,ref,ref,up,144refU,T3,NA,NA,55,10,20,15,45,15,2.92,3.92,0.51,0.61,0.5,0.54,NA,NA,NA,NA,50,30,20
144,ref_9,ref,ref,up,144refU,T4,289.3,2.79,20,10,40,30,80,26.66666667,1.93,2.33,0.19,0.23,0.2,0.06,0.062,8.6,8.21,8.31,65,15,20
144,ref_9,ref,ref,up,144refU,T5,NA,NA,65,25,5,5,35,11.66666667,2.17,2.17,0.67,0.88,0.71,0.61,NA,NA,NA,NA,55,15,30
144,ref_9,ref,ref,up,144refU,T6,285.9,2.81,55,15,20,10,45,15,2.3,2.37,0.32,0.72,0.61,0.43,0.039,8.6,8.13,8.3,50,20,30
145,ref_10,ref,ref,up,145refU,T0,199.8,3.14,45,15,15,25,55,18.33333333,3.07,5.69,0,0.23,0.1,0.11,0.033,9.3,8.43,8.33,NA,NA,NA
145,ref_10,ref,ref,up,145refU,T1,NA,NA,40,30,20,10,60,20,2.69,6.81,0,0.23,0.2,0.143,NA,NA,NA,NA,40,30,30
145,ref_10,ref,ref,up,145refU,T2,197.3,3.31,35,20,30,15,65,21.66666667,3.72,10.29,0,0.11,0.06,0.057,0.042,9.6,8.52,8.3,35,45,20
145,ref_10,ref,ref,up,145refU,T3,NA,NA,30,20,25,25,70,23.33333333,2.62,7.02,0.23,0.17,0,0.133,NA,NA,NA,NA,35,30,35
145,ref_10,ref,ref,up,145refU,T4,194.6,3.15,45,15,30,10,55,18.33333333,2.85,6.7,0.23,0.2,0,0.143,0.043,9.9,8.5,8.29,40,20,40
145,ref_10,ref,ref,up,145refU,T5,NA,NA,50,15,25,10,50,16.66666667,2.55,8.04,0,0.27,0.13,0.133,NA,NA,NA,NA,30,35,35
145,ref_10,ref,ref,up,145refU,T6,195.7,3.2,35,30,30,5,65,21.66666667,1.08,7.01,0.32,0.27,0.06,0.217,0.032,9.5,8.49,8.31,40,20,40
146,ref_11,ref,ref,up,146refU,T0,261.3,3.63,45,25,15,15,55,18.33333333,2.21,4.43,0.21,0.26,0.17,0.213,0.067,9.2,8.5,8.76,NA,NA,NA
146,ref_11,ref,ref,up,146refU,T1,NA,NA,50,20,20,10,50,16.66666667,2.31,2.31,0.2,0.47,0.41,0.29,NA,NA,NA,NA,50,15,35
146,ref_11,ref,ref,up,146refU,T2,260.4,3.56,40,10,30,20,60,20,1.6,1.67,0.56,0.61,0.53,0.38,0.054,9.2,8.51,8.75,35,40,25
146,ref_11,ref,ref,up,146refU,T3,NA,NA,40,30,30,0,60,20,1.48,1.51,0.8,0.83,0.77,0.8,NA,NA,NA,NA,25,45,30
146,ref_11,ref,ref,up,146refU,T4,261.1,3.45,35,25,20,20,65,21.66666667,1.78,1.78,0.11,0.31,0.21,0.19,0.059,9.3,8.55,8.76,30,50,20
146,ref_11,ref,ref,up,146refU,T5,NA,NA,40,25,15,20,60,20,2.13,2.13,0.18,0.27,0.13,0.15,NA,NA,NA,NA,10,40,50
146,ref_11,ref,ref,up,146refU,T6,259.3,3.24,30,30,20,20,70,23.33333333,1.89,1.89,0.1,0.59,0.42,0.21,0.041,9.2,8.5,8.76,40,20,40
101,UA_460,culvert,culvert,zdown,101culvertD,T0,210.5,15.5,40,30,20,10,60,20,3.6,7.24,0.05,0.17,0.13,0.117,0.055,18.6,8.19,8.37,NA,NA,NA
101,UA_460,culvert,culvert,zdown,101culvertD,T1,NA,NA,75,5,15,5,25,8.333333333,3.21,13.1,0.29,0.27,0.16,0.24,NA,NA,NA,NA,5,45,20
101,UA_460,culvert,culvert,zdown,101culvertD,T2,208.4,12.4,30,25,25,20,70,23.33333333,4.48,6.27,0.29,0.24,0.26,0.263,0.065,19.6,8.18,8.36,35,20,25
101,UA_460,culvert,culvert,zdown,101culvertD,T3,NA,NA,45,10,15,30,55,18.33333333,3.1,7.84,0.41,0.58,0.34,0.443,NA,NA,NA,NA,15,25,40
101,UA_460,culvert,culvert,zdown,101culvertD,T4,210.1,10.5,35,30,30,5,65,21.66666667,2.05,10.16,0.2,0.23,0.07,0.167,0.106,18.6,8.13,8.38,40,5,55
101,UA_460,culvert,culvert,zdown,101culvertD,T5,NA,NA,40,20,30,10,60,20,3.52,6.64,0.23,0.24,0.14,0.203,NA,NA,NA,NA,40,30,30
101,UA_460,culvert,culvert,zdown,101culvertD,T6,216.2,8.34,40,25,20,15,60,20,4.82,8.16,0.06,0.12,0.18,0.12,0.095,19.5,8.42,8.39,45,25,30
102,UA_327,culvert,culvert,zdown,102culvertD,T0,145.5,7.71,20,10,20,50,80,26.66666667,5.91,6.21,0.27,0.42,0.17,0.287,0.076,17.2,8.34,8.1,NA,NA,NA
102,UA_327,culvert,culvert,zdown,102culvertD,T1,NA,NA,40,20,30,10,60,20,5.2,6.03,0.11,0.11,0.09,0.103,NA,NA,NA,NA,50,10,40
102,UA_327,culvert,culvert,zdown,102culvertD,T2,140.6,6.4,30,20,45,5,70,23.33333333,2.9,5.2,0.28,0.14,0.09,0.19,0.093,18.2,8.65,8.1,40,25,35
102,UA_327,culvert,culvert,zdown,102culvertD,T3,NA,NA,70,10,20,0,30,10,2.7,4.3,0.18,0.15,0.21,0.18,NA,NA,NA,NA,60,10,10
102,UA_327,culvert,culvert,zdown,102culvertD,T4,143.7,8.1,55,40,5,0,45,15,2.15,4.8,0.09,0.11,0.19,0.13,0.073,17.2,8.78,8.1,25,25,30
102,UA_327,culvert,culvert,zdown,102culvertD,T5,NA,NA,40,55,30,5,90,30,1.75,4.4,0.14,0.09,0.08,0.103,NA,NA,NA,NA,40,30,30
102,UA_327,culvert,culvert,zdown,102culvertD,T6,141.2,7.2,90,0,5,5,10,3.333333333,4.25,5.5,0.45,0.25,0.11,0.27,0.087,18.3,8.65,8.16,45,35,20
103,UA_263,culvert,culvert,zdown,103culvertD,T0,270.3,11.8,50,20,20,10,50,16.66666667,2.1,2.69,0.19,0.2,0.14,0.177,0.122,18.2,8.81,7.94,NA,NA,NA
103,UA_263,culvert,culvert,zdown,103culvertD,T1,NA,NA,50,25,25,0,50,16.66666667,2.35,5.21,0.21,0.45,0.69,0.45,NA,NA,NA,NA,50,15,35
103,UA_263,culvert,culvert,zdown,103culvertD,T2,268.6,11.2,40,25,30,5,60,20,2.1,4.23,0.12,0.24,0.3,0.22,0.128,18.2,7.88,8.14,70,10,20
103,UA_263,culvert,culvert,zdown,103culvertD,T3,NA,NA,40,30,30,0,60,20,3.12,3.91,0.06,0.1,0.06,0.073,NA,NA,NA,NA,25,30,45
103,UA_263,culvert,culvert,zdown,103culvertD,T4,271.8,11.6,25,35,40,0,75,25,2.88,4.05,0.07,0.11,0.09,0.09,0.135,17,9.04,8.27,50,20,30
103,UA_263,culvert,culvert,zdown,103culvertD,T5,NA,NA,60,15,25,0,40,13.33333333,1.94,2.92,0.09,0.26,0.3,0.217,NA,NA,NA,NA,50,20,35
103,UA_263,culvert,culvert,zdown,103culvertD,T6,273.4,10.41,25,15,55,5,75,25,2.73,4.95,0.16,0.07,0.15,0.127,0.309,18.3,9.21,8.23,45,25,30
104,UA_256,culvert,culvert,zdown,104culvertD,T0,191.8,2.3,30,30,40,0,70,23.33333333,1.15,2.16,0,0.07,0.23,0.1,0.091,16.9,7.1,7.8,NA,NA,NA
104,UA_256,culvert,culvert,zdown,104culvertD,T1,NA,NA,80,20,0,0,20,6.666666667,2.3,2.98,0.07,0.28,0.23,0.193,NA,NA,NA,NA,50,15,35
104,UA_256,culvert,culvert,zdown,104culvertD,T2,185.4,1.52,50,50,0,0,50,16.66666667,1.53,2.34,0.12,0.14,0.01,0.09,0.112,18.3,7.21,7.81,20,25,30
104,UA_256,culvert,culvert,zdown,104culvertD,T3,NA,NA,50,50,0,0,50,16.66666667,1.76,1.76,0.37,0.36,0.53,0.42,NA,NA,NA,NA,20,35,20
104,UA_256,culvert,culvert,zdown,104culvertD,T4,189.4,1.91,30,70,0,0,70,23.33333333,1.64,2.3,0.26,0.06,0.13,0.15,0.068,16.3,7.34,7.78,40,30,30
104,UA_256,culvert,culvert,zdown,104culvertD,T5,NA,NA,50,25,25,0,50,16.66666667,1.09,3.02,0.23,0.14,0,0.123,NA,NA,NA,NA,45,20,35
104,UA_256,culvert,culvert,zdown,104culvertD,T6,188.6,0.98,35,65,0,0,65,21.66666667,2.37,2.58,0.38,0.32,0.18,0.293,0.107,17.1,7.13,7.84,40,15,30
106,UA_139,culvert,culvert,zdown,106culvertD,T0,231.1,2.02,30,20,20,30,70,23.33333333,2.9,5.8,0.07,0.1,0.15,0.107,0.085,9.4,10.82,8.4,NA,NA,NA
106,UA_139,culvert,culvert,zdown,106culvertD,T1,NA,NA,35,20,35,10,65,21.66666667,2.3,2.73,0.09,0.14,0.11,0.113,NA,NA,NA,NA,50,30,20
106,UA_139,culvert,culvert,zdown,106culvertD,T2,228.6,2.29,60,20,20,0,40,13.33333333,2.3,2.73,0.09,0.27,0.2,0.187,0.013,9.5,10.94,8.43,45,25,30
106,UA_139,culvert,culvert,zdown,106culvertD,T3,NA,NA,40,20,30,10,60,20,3.88,4.1,0.007,0.1,0.08,0.062,NA,NA,NA,NA,30,40,30
106,UA_139,culvert,culvert,zdown,106culvertD,T4,225.6,2.61,20,45,30,5,80,26.66666667,2.36,3.91,0.17,0.06,0,0.077,0.021,9.6,11.04,8.43,40,30,30
106,UA_139,culvert,culvert,zdown,106culvertD,T5,NA,NA,15,35,40,10,85,28.33333333,3.85,4.52,0.08,0.07,0.13,0.093,NA,NA,NA,NA,35,40,25
106,UA_139,culvert,culvert,zdown,106culvertD,T6,228.7,2.1,15,40,40,5,85,28.33333333,3.63,4.67,0.04,0.12,0.21,0.123,0.025,9.5,11.2,8.5,35,35,30
108,UA_448,culvert,culvert,zdown,108culvertD,T0,269.4,7.01,40,10,30,20,60,20,2.4,4.1,0.11,0.24,0.32,0.223,0.135,11.4,10.34,8.46,NA,NA,NA
108,UA_448,culvert,culvert,zdown,108culvertD,T1,NA,NA,35,15,20,30,65,21.66666667,2.7,6.4,0.16,0.3,0.13,0.197,NA,NA,NA,NA,45,20,35
108,UA_448,culvert,culvert,zdown,108culvertD,T2,270.1,6.44,40,10,30,20,60,20,4.4,5.83,0.12,0.12,0.3,0.18,0.191,11.4,10.24,8.5,50,30,20
108,UA_448,culvert,culvert,zdown,108culvertD,T3,NA,NA,40,25,20,15,60,20,5,5.5,0.23,0.2,0.06,0.163,NA,NA,NA,NA,50,20,30
108,UA_448,culvert,culvert,zdown,108culvertD,T4,269.1,5.1,70,5,5,20,30,10,2.31,4.5,0.16,0.56,0.26,0.327,0.212,11.1,10.17,8.47,30,25,45
108,UA_448,culvert,culvert,zdown,108culvertD,T5,NA,NA,40,20,30,10,60,20,2.6,5.2,0.08,0.12,0.1,0.1,NA,NA,NA,NA,45,20,35
108,UA_448,culvert,culvert,zdown,108culvertD,T6,271.8,5.5,20,30,35,15,80,26.66666667,3.4,4.9,0.18,0.19,0.2,0.19,0.084,11.1,10.38,8.5,40,20,40
109,UA_379,culvert,culvert,zdown,109culvertD,T0,198.4,2.93,50,0,0,50,50,16.66666667,3.55,7.64,0.21,0.32,0.1,0.21,0.192,14.9,9.2,8.03,NA,NA,NA
109,UA_379,culvert,culvert,zdown,109culvertD,T1,NA,NA,30,15,45,10,70,23.33333333,2.63,3.63,0.43,0.46,0.1,0.33,NA,NA,NA,NA,60,20,20
109,UA_379,culvert,culvert,zdown,109culvertD,T2,199.4,2.67,25,35,40,0,75,25,1.54,9.43,0.3,0.32,0.24,0.287,0.134,14.9,9.2,8.03,45,15,40
109,UA_379,culvert,culvert,zdown,109culvertD,T3,NA,NA,40,5,35,20,60,20,2.12,2.12,0.17,0.11,0.14,0.14,NA,NA,NA,NA,50,5,45
109,UA_379,culvert,culvert,zdown,109culvertD,T4,200.1,2.31,30,45,25,0,70,23.33333333,2.3,5.43,0.31,0.41,0.24,0.32,0.051,14.9,9.26,8.12,45,25,35
109,UA_379,culvert,culvert,zdown,109culvertD,T5,NA,NA,40,10,40,10,60,20,2.51,6.01,0.07,0.14,0.15,0.12,NA,NA,NA,NA,40,40,20
109,UA_379,culvert,culvert,zdown,109culvertD,T6,202.4,2.09,25,30,45,0,75,25,1.8,3.8,0.04,0.25,0.36,0.217,0.191,14.9,9.45,8.24,35,20,45
110,UA_271,culvert,culvert,zdown,110culvertD,T0,155.5,3.51,30,40,30,0,70,23.33333333,5.44,5.81,0.02,0.22,0.07,0.103,0.094,11.4,9.77,8.2,NA,NA,NA
110,UA_271,culvert,culvert,zdown,110culvertD,T1,NA,NA,35,15,35,15,65,21.66666667,2.4,4.2,0.15,0.06,0,0.07,NA,NA,NA,NA,25,35,40
110,UA_271,culvert,culvert,zdown,110culvertD,T2,154,3.13,70,10,20,0,30,10,2.65,2.64,0.47,0.31,0.1,0.293,0.194,11.9,9.9,8.26,25,55,30
110,UA_271,culvert,culvert,zdown,110culvertD,T3,NA,NA,25,40,35,0,75,25,3.03,3.03,0.2,0.05,0.09,0.113,NA,NA,NA,NA,50,20,30
110,UA_271,culvert,culvert,zdown,110culvertD,T4,158.4,3.64,35,10,55,0,65,21.66666667,1.69,3.54,0,0.16,0,0.053,0.216,11.6,9.91,8.25,20,50,30
110,UA_271,culvert,culvert,zdown,110culvertD,T5,NA,NA,50,25,25,0,50,16.66666667,2.9,3.07,0.14,0.19,0.12,0.15,NA,NA,NA,NA,30,35,35
